"Sets","variable","value","station_id"
"Test set","Neural Networks RMSE","0.0763932902168061","398"
"Training set","Arima RMSE","0.00697043129410569","399"
"Test set","Arima RMSE","0.0322527172286811","399"
"Training set","Random Walk RMSE","0.00687460328203515","399"
"Test set","Random Walk RMSE","0.0303925813170836","399"
"Training set","Neural Networks RMSE","0.00711691524354171","399"
"Test set","Neural Networks RMSE","0.0322527172286744","399"
"Training set","Arima RMSE","0.0143504887018088","400"
"Test set","Arima RMSE","0.0554443681001052","400"
"Training set","Random Walk RMSE","0.0226618652648486","400"
"Test set","Random Walk RMSE","0.0684443735637346","400"
"Training set","Neural Networks RMSE","0.0146283203632499","400"
"Test set","Neural Networks RMSE","0.055444333110554","400"
"Training set","Arima RMSE","0.0110948784314691","401"
"Test set","Arima RMSE","0.072005751219659","401"
"Training set","Random Walk RMSE","0.0190181296564037","401"
"Test set","Random Walk RMSE","0.344578247119397","401"
"Training set","Neural Networks RMSE","0.011095560948986","401"
"Test set","Neural Networks RMSE","0.0710971145522576","401"
"Training set","Arima RMSE","0.0142150771961261","402"
"Test set","Arima RMSE","0.00968892268072511","402"
"Training set","Random Walk RMSE","0.0140495040114686","402"
"Test set","Random Walk RMSE","0.00938493581784453","402"
"Training set","Neural Networks RMSE","0.014270318783989","402"
"Test set","Neural Networks RMSE","0.00841793787126842","402"
"Training set","Arima RMSE","0.0163903114801254","403"
"Test set","Arima RMSE","0.141009934386057","403"
"Training set","Random Walk RMSE","0.0163827032130319","403"
"Test set","Random Walk RMSE","0.141707686194866","403"
"Training set","Neural Networks RMSE","0.0164016988237463","403"
"Test set","Neural Networks RMSE","0.141009934386057","403"
"Training set","Arima RMSE","0.0144972552859817","404"
"Test set","Arima RMSE","0.546316884441973","404"
"Training set","Random Walk RMSE","0.014279933372884","404"
"Test set","Random Walk RMSE","0.567502871995423","404"
"Training set","Neural Networks RMSE","0.0145516643060987","404"
"Test set","Neural Networks RMSE","0.549230928838749","404"
"Training set","Arima RMSE","0.0140028865112036","405"
"Test set","Arima RMSE","0.189114164955756","405"
"Training set","Random Walk RMSE","0.0138836003828284","405"
"Test set","Random Walk RMSE","0.252120691038093","405"
"Training set","Neural Networks RMSE","0.0140326662759029","405"
"Test set","Neural Networks RMSE","0.190667686477459","405"
"Training set","Arima RMSE","0.00800687704879106","406"
"Test set","Arima RMSE","0.0185534107683381","406"
"Training set","Random Walk RMSE","0.00796067787380602","406"
"Test set","Random Walk RMSE","0.0198744654303441","406"
"Training set","Neural Networks RMSE","0.00803722622005501","406"
"Test set","Neural Networks RMSE","0.0169808902702831","406"
"Training set","Arima RMSE","0.00590865595596991","407"
"Test set","Arima RMSE","0.0216597946674451","407"
"Training set","Random Walk RMSE","0.00558810385025993","407"
"Test set","Random Walk RMSE","0.0149741988408676","407"
"Training set","Neural Networks RMSE","0.00595238782522786","407"
"Test set","Neural Networks RMSE","0.0216499845639828","407"
"Training set","Arima RMSE","0.0120022752905658","408"
"Test set","Arima RMSE","0.0398888536687534","408"
"Training set","Random Walk RMSE","0.0118574462245547","408"
"Test set","Random Walk RMSE","0.0394622533395456","408"
"Training set","Neural Networks RMSE","0.0120123668039136","408"
"Test set","Neural Networks RMSE","0.039887996940646","408"
"Training set","Arima RMSE","0.00955027762248919","409"
"Test set","Arima RMSE","0.0468292905790846","409"
"Training set","Random Walk RMSE","0.0185913896195618","409"
"Test set","Random Walk RMSE","0.131937770434263","409"
"Training set","Neural Networks RMSE","0.00955447445650536","409"
"Test set","Neural Networks RMSE","0.0468292905790846","409"
"Training set","Arima RMSE","0.0129637988124734","410"
"Test set","Arima RMSE","0.00737711113563318","410"
"Training set","Random Walk RMSE","0.0127334858585603","410"
"Test set","Random Walk RMSE","0.00744713124294557","410"
"Training set","Neural Networks RMSE","0.0129748046863345","410"
"Test set","Neural Networks RMSE","0.00737711113563318","410"
"Training set","Arima RMSE","0.0142829860321324","411"
"Test set","Arima RMSE","0.0559994129662075","411"
"Training set","Random Walk RMSE","0.0142426168596229","411"
"Test set","Random Walk RMSE","0.0967454077079848","411"
"Training set","Neural Networks RMSE","0.0143429055816611","411"
"Test set","Neural Networks RMSE","0","411"
"Training set","Arima RMSE","0.0136564127815219","412"
"Test set","Arima RMSE","0.229619628350791","412"
"Training set","Random Walk RMSE","0.0182656439868077","412"
"Test set","Random Walk RMSE","0.325921552016038","412"
"Training set","Neural Networks RMSE","0.0136573334776791","412"
"Test set","Neural Networks RMSE","0.232854386429436","412"
"Training set","Arima RMSE","0.0123785429665922","414"
"Test set","Arima RMSE","0.0687870078904609","414"
"Training set","Random Walk RMSE","0.0173670913276542","414"
"Test set","Random Walk RMSE","0.127094916375069","414"
"Training set","Neural Networks RMSE","0.012445289574042","414"
"Test set","Neural Networks RMSE","0.0693054163881925","414"
"Training set","Arima RMSE","0.0117689497148478","415"
"Test set","Arima RMSE","0.0610600967553178","415"
"Training set","Random Walk RMSE","0.0111063819294108","415"
"Test set","Random Walk RMSE","0.0562872804202956","415"
"Training set","Neural Networks RMSE","0.0122959359166092","415"
"Test set","Neural Networks RMSE","0.0608192370211657","415"
"Training set","Arima RMSE","0.00751638694008329","416"
"Test set","Arima RMSE","0.138965755120031","416"
"Training set","Random Walk RMSE","0.00737475006829306","416"
"Test set","Random Walk RMSE","0.139541795482641","416"
"Training set","Neural Networks RMSE","0.0075624204761198","416"
"Test set","Neural Networks RMSE","0.138965755120031","416"
"Training set","Arima RMSE","0.0242325735644834","417"
"Test set","Arima RMSE","0.18548460006697","417"
"Training set","Random Walk RMSE","0.0273605831370641","417"
"Test set","Random Walk RMSE","0.210563607791143","417"
"Training set","Neural Networks RMSE","0.024246255961397","417"
"Test set","Neural Networks RMSE","0.18548460006697","417"
"Training set","Arima RMSE","0.00920661038126502","418"
"Test set","Arima RMSE","0.0343725832626998","418"
"Training set","Random Walk RMSE","0.0248443966932449","418"
"Test set","Random Walk RMSE","0.303536491258383","418"
"Training set","Neural Networks RMSE","0.00925321647695368","418"
"Test set","Neural Networks RMSE","0.0343725832626998","418"
"Training set","Arima RMSE","0.00671495607807624","419"
"Test set","Arima RMSE","0.00883641774081968","419"
"Training set","Random Walk RMSE","0.00664385189054185","419"
"Test set","Random Walk RMSE","0.0394298543004631","419"
"Training set","Neural Networks RMSE","0.00671537059018438","419"
"Test set","Neural Networks RMSE","0.00887496283617093","419"
"Training set","Arima RMSE","0.00840785877364836","420"
"Test set","Arima RMSE","0.0365924097244047","420"
"Training set","Random Walk RMSE","0.00824120982102714","420"
"Test set","Random Walk RMSE","0.0496629373307441","420"
"Training set","Neural Networks RMSE","0.00842175095356972","420"
"Test set","Neural Networks RMSE","0.0365924091969641","420"
"Training set","Arima RMSE","0.00783819427444676","421"
"Test set","Arima RMSE","0.0873262357604176","421"
"Training set","Random Walk RMSE","0.00789211013544854","421"
"Test set","Random Walk RMSE","0.0494601853311633","421"
"Training set","Neural Networks RMSE","0.00783867756022686","421"
"Test set","Neural Networks RMSE","0.0864825090797631","421"
"Training set","Arima RMSE","0.00793270020830982","422"
"Test set","Arima RMSE","0.123701535951161","422"
"Training set","Random Walk RMSE","0.0152751747668393","422"
"Test set","Random Walk RMSE","0.2644682568352","422"
"Training set","Neural Networks RMSE","0.00797257462881422","422"
"Test set","Neural Networks RMSE","0.137580429769816","422"
"Training set","Arima RMSE","0.00770841693131243","423"
"Test set","Arima RMSE","0.03889677507216","423"
"Training set","Random Walk RMSE","0.00767150098285663","423"
"Test set","Random Walk RMSE","0.0333139139756991","423"
"Training set","Neural Networks RMSE","0.00770889655196507","423"
"Test set","Neural Networks RMSE","0.0383188235409571","423"
"Training set","Arima RMSE","0.0265543918153855","426"
"Test set","Arima RMSE","0.125365458135722","426"
"Training set","Random Walk RMSE","0.0263374987968825","426"
"Test set","Random Walk RMSE","0.214816301820034","426"
"Training set","Neural Networks RMSE","0.0266065583175973","426"
"Test set","Neural Networks RMSE","0.129200159577397","426"
"Training set","Arima RMSE","0.00938283931425351","427"
"Test set","Arima RMSE","0.0346682854853435","427"
"Training set","Random Walk RMSE","0.00922783088052823","427"
"Test set","Random Walk RMSE","0.016160736854857","427"
"Training set","Neural Networks RMSE","0.00949485437503785","427"
"Test set","Neural Networks RMSE","0.00672825034078379","427"
"Training set","Arima RMSE","0.0142045043719613","428"
"Test set","Arima RMSE","0.157725978514681","428"
"Training set","Random Walk RMSE","0.0140408266189355","428"
"Test set","Random Walk RMSE","0.0890386924833081","428"
"Training set","Neural Networks RMSE","0.0142712862257561","428"
"Test set","Neural Networks RMSE","0.107392389007732","428"
"Training set","Arima RMSE","0.0133355795112341","430"
"Test set","Arima RMSE","0.0635283290206016","430"
"Training set","Random Walk RMSE","0.013196619532827","430"
"Test set","Random Walk RMSE","0.0638972293685835","430"
"Training set","Neural Networks RMSE","0.0135067085585155","430"
"Test set","Neural Networks RMSE","0.0635232874429034","430"
"Training set","Arima RMSE","0.00432229714108326","431"
"Test set","Arima RMSE","0.0155158222708544","431"
"Training set","Random Walk RMSE","0.0126333925238715","431"
"Test set","Random Walk RMSE","0.175344674037889","431"
"Training set","Neural Networks RMSE","0.0044301417104315","431"
"Test set","Neural Networks RMSE","0.0155158222708544","431"
"Training set","Arima RMSE","0.0236828037273781","432"
"Test set","Arima RMSE","0.318216491855485","432"
"Training set","Random Walk RMSE","0.0227327689319858","432"
"Test set","Random Walk RMSE","0.28657096301162","432"
"Training set","Neural Networks RMSE","0.024846543263282","432"
"Test set","Neural Networks RMSE","0.294974675127128","432"
"Training set","Arima RMSE","0.0127280422028574","433"
"Test set","Arima RMSE","0.225942875398329","433"
"Training set","Random Walk RMSE","0.012536040558733","433"
"Test set","Random Walk RMSE","0.208005388185283","433"
"Training set","Neural Networks RMSE","0.0131490692525685","433"
"Test set","Neural Networks RMSE","0.216308559569979","433"
"Training set","Arima RMSE","0.0217500937065311","434"
"Test set","Arima RMSE","0.411848841209488","434"
"Training set","Random Walk RMSE","0.0230743327240725","434"
"Test set","Random Walk RMSE","0.380698526652134","434"
"Training set","Neural Networks RMSE","0.021890793440216","434"
"Test set","Neural Networks RMSE","0.411858402115066","434"
"Training set","Arima RMSE","0.0142648406376733","435"
"Test set","Arima RMSE","0.0294826396169046","435"
"Training set","Random Walk RMSE","0.0141676493590935","435"
"Test set","Random Walk RMSE","0.0377752120681213","435"
"Training set","Neural Networks RMSE","0.0142657109652289","435"
"Test set","Neural Networks RMSE","0.0293277633023196","435"
"Training set","Arima RMSE","0.00559173110517833","436"
"Test set","Arima RMSE","0.000803681459046632","436"
"Training set","Random Walk RMSE","0.00555809804187656","436"
"Test set","Random Walk RMSE","0.000195242540008182","436"
"Training set","Neural Networks RMSE","0.00560049513425531","436"
"Test set","Neural Networks RMSE","0","436"
"Training set","Arima RMSE","0.00808920339990609","437"
"Test set","Arima RMSE","0.0939427031838103","437"
"Training set","Random Walk RMSE","0.012104205762853","437"
"Test set","Random Walk RMSE","0.0862030439468074","437"
"Training set","Neural Networks RMSE","0.00819981949456411","437"
"Test set","Neural Networks RMSE","0.0939427031838103","437"
"Training set","Arima RMSE","0.0168086336114514","438"
"Test set","Arima RMSE","0.0331994786565885","438"
"Training set","Random Walk RMSE","0.0229201728167362","438"
"Test set","Random Walk RMSE","0.142245930099013","438"
"Training set","Neural Networks RMSE","0.0168709375994357","438"
"Test set","Neural Networks RMSE","0.0331269329999969","438"
"Training set","Arima RMSE","0.0119735873448927","439"
"Test set","Arima RMSE","0.0538306214849327","439"
"Training set","Random Walk RMSE","0.0117929338007443","439"
"Test set","Random Walk RMSE","0.144658046017496","439"
"Training set","Neural Networks RMSE","0.0120474689526245","439"
"Test set","Neural Networks RMSE","0.0914969141269923","439"
"Training set","Arima RMSE","0.0109546206484372","440"
"Test set","Arima RMSE","0.0292028158753874","440"
"Training set","Random Walk RMSE","0.0107133602884899","440"
"Test set","Random Walk RMSE","0.0415091630083713","440"
"Training set","Neural Networks RMSE","0.0109552937303678","440"
"Test set","Neural Networks RMSE","0.0286694978010893","440"
"Training set","Arima RMSE","0.00945019997259791","441"
"Test set","Arima RMSE","0.0244802332724242","441"
"Training set","Random Walk RMSE","0.00936910661870459","441"
"Test set","Random Walk RMSE","0.0274795590342507","441"
"Training set","Neural Networks RMSE","0.00945330713484246","441"
"Test set","Neural Networks RMSE","0.0244671096736479","441"
"Training set","Arima RMSE","0.00998534778499502","442"
"Test set","Arima RMSE","0.0268820622578686","442"
"Training set","Random Walk RMSE","0.0098042189322254","442"
"Test set","Random Walk RMSE","0.0259454188806534","442"
"Training set","Neural Networks RMSE","0.0099971878377373","442"
"Test set","Neural Networks RMSE","0.0267894137672146","442"
"Training set","Arima RMSE","0.00631918873746294","443"
"Test set","Arima RMSE","0.0361593476629953","443"
"Training set","Random Walk RMSE","0.0062818862415907","443"
"Test set","Random Walk RMSE","0.0398771931500356","443"
"Training set","Neural Networks RMSE","0.00638741878531815","443"
"Test set","Neural Networks RMSE","0.0361593476807961","443"
"Training set","Arima RMSE","0.0118000234415468","444"
"Test set","Arima RMSE","1.95263013408351e-17","444"
"Training set","Random Walk RMSE","0.0116472218153242","444"
"Test set","Random Walk RMSE","0.00920997784951911","444"
"Training set","Neural Networks RMSE","0.0118119990971774","444"
"Test set","Neural Networks RMSE","0","444"
"Training set","Arima RMSE","0.0134401179706569","445"
"Test set","Arima RMSE","0.29383256968632","445"
"Training set","Random Walk RMSE","0.0131743719438264","445"
"Test set","Random Walk RMSE","0.262423386194034","445"
"Training set","Neural Networks RMSE","0.0137823996738611","445"
"Test set","Neural Networks RMSE","0.282856073965165","445"
"Training set","Arima RMSE","0.0147323689172488","446"
"Test set","Arima RMSE","0.0886193034274918","446"
"Training set","Random Walk RMSE","0.0146754609588882","446"
"Test set","Random Walk RMSE","0.113305818555177","446"
"Training set","Neural Networks RMSE","0.0147332676220177","446"
"Test set","Neural Networks RMSE","0.0888231183368655","446"
"Training set","Arima RMSE","0.0150781259683084","447"
"Test set","Arima RMSE","0.0684545884057666","447"
"Training set","Random Walk RMSE","0.0150700651102683","447"
"Test set","Random Walk RMSE","0.0966643134450733","447"
"Training set","Neural Networks RMSE","0.0150790472782062","447"
"Test set","Neural Networks RMSE","0.0681121476307523","447"
"Training set","Arima RMSE","0.0147582875663178","448"
"Test set","Arima RMSE","0.111493417591957","448"
"Training set","Random Walk RMSE","0.0145682794578191","448"
"Test set","Random Walk RMSE","0.0428145282977604","448"
"Training set","Neural Networks RMSE","0.0148030453286432","448"
"Test set","Neural Networks RMSE","0.0704280554572594","448"
"Training set","Arima RMSE","0.0140281726334189","449"
"Test set","Arima RMSE","0.14672845221023","449"
"Training set","Random Walk RMSE","0.013659369807418","449"
"Test set","Random Walk RMSE","0.151485790943004","449"
"Training set","Neural Networks RMSE","0.0143095459340508","449"
"Test set","Neural Networks RMSE","0.154058293132727","449"
NA,NA,"Error in approx(idx, x[idx], 1:n, rule = 2) : 
  need at least two non-NA values to interpolate
","Error in approx(idx, x[idx], 1:n, rule = 2) : 
  need at least two non-NA values to interpolate
"
"Training set","Arima RMSE","0.0125470522863612","453"
"Test set","Arima RMSE","0.0251829841633021","453"
"Training set","Random Walk RMSE","0.0203667691255486","453"
"Test set","Random Walk RMSE","0.0929137658233438","453"
"Training set","Neural Networks RMSE","0.0125478140818746","453"
"Test set","Neural Networks RMSE","0.0249917803713051","453"
"Training set","Arima RMSE","0.0114374346742401","454"
"Test set","Arima RMSE","0.0995568411805555","454"
"Training set","Random Walk RMSE","0.0167991220060568","454"
"Test set","Random Walk RMSE","0.129079739703729","454"
"Training set","Neural Networks RMSE","0.0114381434625115","454"
"Test set","Neural Networks RMSE","0.0995568411805555","454"
"Training set","Arima RMSE","0.00978353006157516","455"
"Test set","Arima RMSE","0.0279003177735432","455"
"Training set","Random Walk RMSE","0.00955235576751174","455"
"Test set","Random Walk RMSE","0.0715656958739185","455"
"Training set","Neural Networks RMSE","0.00995105969170643","455"
"Test set","Neural Networks RMSE","0.0346391181695033","455"
"Training set","Arima RMSE","0.00891351572985099","456"
"Test set","Arima RMSE","0.00879372164354896","456"
"Training set","Random Walk RMSE","0.00872079664826322","456"
"Test set","Random Walk RMSE","0.00819540313961777","456"
"Training set","Neural Networks RMSE","0.00907130511542141","456"
"Test set","Neural Networks RMSE","0.00824786098842322","456"
"Training set","Arima RMSE","0.0135606786469548","457"
"Test set","Arima RMSE","0.0658729875828981","457"
"Training set","Random Walk RMSE","0.0321808895464753","457"
"Test set","Random Walk RMSE","0.254645636579623","457"
"Training set","Neural Networks RMSE","0.0135936442812421","457"
"Test set","Neural Networks RMSE","0.0658729875828981","457"
"Training set","Arima RMSE","0.0178640323319606","458"
"Test set","Arima RMSE","0.219322432143385","458"
"Training set","Random Walk RMSE","0.0176930311679531","458"
"Test set","Random Walk RMSE","0.288138665934084","458"
"Training set","Neural Networks RMSE","0.0178651296716456","458"
"Test set","Neural Networks RMSE","0.218288839254428","458"
"Training set","Arima RMSE","0.0135917379464714","459"
"Test set","Arima RMSE","0.140109633437284","459"
"Training set","Random Walk RMSE","0.0135050873689969","459"
"Test set","Random Walk RMSE","0.1663119343544","459"
"Training set","Neural Networks RMSE","0.0135967338967999","459"
"Test set","Neural Networks RMSE","0.140109633596794","459"
"Training set","Arima RMSE","0.00956290779273609","460"
"Test set","Arima RMSE","0.143821586230442","460"
"Training set","Random Walk RMSE","0.00939831131894562","460"
"Test set","Random Walk RMSE","0.151595054909785","460"
"Training set","Neural Networks RMSE","0.0096822691676202","460"
"Test set","Neural Networks RMSE","0.143982425588635","460"
"Training set","Arima RMSE","0.0124778680341491","461"
"Test set","Arima RMSE","0.0561434148256243","461"
"Training set","Random Walk RMSE","0.0122880350973089","461"
"Test set","Random Walk RMSE","0.0347285372859232","461"
"Training set","Neural Networks RMSE","0.0125607199862155","461"
"Test set","Neural Networks RMSE","0.0441020671806631","461"
"Training set","Arima RMSE","0.012989644608245","462"
"Test set","Arima RMSE","0.0214394023920851","462"
"Training set","Random Walk RMSE","0.0186546119047329","462"
"Test set","Random Walk RMSE","0.08994864891317","462"
"Training set","Neural Networks RMSE","0.0130875882726244","462"
"Test set","Neural Networks RMSE","0.0192275768960652","462"
"Training set","Arima RMSE","0.0219752937302645","463"
"Test set","Arima RMSE","0.569720271990535","463"
"Training set","Random Walk RMSE","0.0216431050195416","463"
"Test set","Random Walk RMSE","0.544832509043539","463"
"Training set","Neural Networks RMSE","0.0220455624999356","463"
"Test set","Neural Networks RMSE","0.559785673271476","463"
"Training set","Arima RMSE","0.00548773040390036","464"
"Test set","Arima RMSE","0.0430286677033564","464"
"Training set","Random Walk RMSE","0.00542921356218186","464"
"Test set","Random Walk RMSE","0.0231162620856102","464"
"Training set","Neural Networks RMSE","0.00554509371733751","464"
"Test set","Neural Networks RMSE","0.0287386863691749","464"
"Training set","Arima RMSE","0.0121267132223724","465"
"Test set","Arima RMSE","0.00243835942034911","465"
"Training set","Random Walk RMSE","0.0120849670690513","465"
"Test set","Random Walk RMSE","0.0245425966870021","465"
"Training set","Neural Networks RMSE","0.0121453741589847","465"
"Test set","Neural Networks RMSE","0","465"
"Training set","Arima RMSE","0.0138935924493604","466"
"Test set","Arima RMSE","0.055888704956794","466"
"Training set","Random Walk RMSE","0.0136471430474835","466"
"Test set","Random Walk RMSE","0.0380452980282765","466"
"Training set","Neural Networks RMSE","0.0139979378032921","466"
"Test set","Neural Networks RMSE","0.0489342193472957","466"
"Training set","Arima RMSE","0.0080450304073112","467"
"Test set","Arima RMSE","0.274058627829684","467"
"Training set","Random Walk RMSE","0.00792746571490755","467"
"Test set","Random Walk RMSE","0.277222150379898","467"
"Training set","Neural Networks RMSE","0.00806325629257913","467"
"Test set","Neural Networks RMSE","0.274058627829684","467"
"Training set","Arima RMSE","0.00819294835011695","468"
"Test set","Arima RMSE","0.055807942777583","468"
"Training set","Random Walk RMSE","0.00809788172923256","468"
"Test set","Random Walk RMSE","0.0455118417951225","468"
"Training set","Neural Networks RMSE","0.00822993217935568","468"
"Test set","Neural Networks RMSE","0.055807942777583","468"
"Training set","Arima RMSE","0.00681270696831842","469"
"Test set","Arima RMSE","0.016616696169035","469"
"Training set","Random Walk RMSE","0.0093190672828336","469"
"Test set","Random Walk RMSE","0.0199950850272011","469"
"Training set","Neural Networks RMSE","0.00696853289789023","469"
"Test set","Neural Networks RMSE","0.0162537334616226","469"
"Training set","Arima RMSE","0.0126722735508355","470"
"Test set","Arima RMSE","0.140223071146522","470"
"Training set","Random Walk RMSE","0.0125262630458775","470"
"Test set","Random Walk RMSE","0.102767000799627","470"
"Training set","Neural Networks RMSE","0.0127157633960716","470"
"Test set","Neural Networks RMSE","0.111134442806411","470"
"Training set","Arima RMSE","0.0087490096957355","471"
"Test set","Arima RMSE","0.026312242606231","471"
"Training set","Random Walk RMSE","0.00880530389703512","471"
"Test set","Random Walk RMSE","0.00872389046709591","471"
"Training set","Neural Networks RMSE","0.00874953951599415","471"
"Test set","Neural Networks RMSE","0.02682790311801","471"
"Training set","Arima RMSE","0.0322534292679568","472"
"Test set","Arima RMSE","0.228597287967081","472"
"Training set","Random Walk RMSE","0.0134628035026961","472"
"Test set","Random Walk RMSE","0.0469680821687511","472"
"Training set","Neural Networks RMSE","0.0134896122441091","472"
"Test set","Neural Networks RMSE","0.0418916196032138","472"
"Training set","Arima RMSE","0.00931697593489913","473"
"Test set","Arima RMSE","0.0178369182224076","473"
"Training set","Random Walk RMSE","0.00924704022456068","473"
"Test set","Random Walk RMSE","0.0287902200636457","473"
"Training set","Neural Networks RMSE","0.00938569655891072","473"
"Test set","Neural Networks RMSE","0.0189481529941481","473"
"Training set","Arima RMSE","0.0109300690112838","474"
"Test set","Arima RMSE","0.0458577292010591","474"
"Training set","Random Walk RMSE","0.0106887836973315","474"
"Test set","Random Walk RMSE","0.0339887022224025","474"
"Training set","Neural Networks RMSE","0.0110169665068703","474"
"Test set","Neural Networks RMSE","0.0358664760524547","474"
"Training set","Arima RMSE","0.0116587370006162","475"
"Test set","Arima RMSE","0.0614493541330275","475"
"Training set","Random Walk RMSE","0.0116442711723465","475"
"Test set","Random Walk RMSE","0.0762833534212286","475"
"Training set","Neural Networks RMSE","0.0116699397186047","475"
"Test set","Neural Networks RMSE","0.0614332508873237","475"
"Training set","Arima RMSE","0.00944971788536074","476"
"Test set","Arima RMSE","0.0425585111693462","476"
"Training set","Random Walk RMSE","0.00935407883059023","476"
"Test set","Random Walk RMSE","0.0518753157703659","476"
"Training set","Neural Networks RMSE","0.00945287539432019","476"
"Test set","Neural Networks RMSE","0.0425088421375631","476"
"Training set","Arima RMSE","0.0116862664784612","477"
"Test set","Arima RMSE","0.469390895083541","477"
"Training set","Random Walk RMSE","0.0113031154926698","477"
"Test set","Random Walk RMSE","0.30166838359746","477"
"Training set","Neural Networks RMSE","0.0121300666330241","477"
"Test set","Neural Networks RMSE","0.394300095555128","477"
"Training set","Arima RMSE","0.015618218538737","478"
"Test set","Arima RMSE","0.0186156907589391","478"
"Training set","Random Walk RMSE","0.0155656941179273","478"
"Test set","Random Walk RMSE","0.0273483119016045","478"
"Training set","Neural Networks RMSE","0.0156810683924399","478"
"Test set","Neural Networks RMSE","0.0287018232581487","478"
"Training set","Arima RMSE","0.0152055718177857","479"
"Test set","Arima RMSE","0.106702902673873","479"
"Training set","Random Walk RMSE","0.0151569671114818","479"
"Test set","Random Walk RMSE","0.464936793618254","479"
"Training set","Neural Networks RMSE","0.015206597444872","479"
"Test set","Neural Networks RMSE","0.110024750471282","479"
"Training set","Arima RMSE","0.0142538113022191","480"
"Test set","Arima RMSE","0.131834341156793","480"
"Training set","Random Walk RMSE","0.0140682659710604","480"
"Test set","Random Walk RMSE","0.120187499585436","480"
"Training set","Neural Networks RMSE","0.0143295004243067","480"
"Test set","Neural Networks RMSE","0.130902044375804","480"
"Training set","Arima RMSE","0.0104537746035682","481"
"Test set","Arima RMSE","0.157086586608733","481"
"Training set","Random Walk RMSE","0.020455895877619","481"
"Test set","Random Walk RMSE","0.0572907394487089","481"
"Training set","Neural Networks RMSE","0.0104958703855321","481"
"Test set","Neural Networks RMSE","0.169666339226927","481"
"Training set","Arima RMSE","0.0125038967008098","482"
"Test set","Arima RMSE","0.0524002856719947","482"
"Training set","Random Walk RMSE","0.0124770756304436","482"
"Test set","Random Walk RMSE","0.0812513405315725","482"
"Training set","Neural Networks RMSE","0.0125046705851704","482"
"Test set","Neural Networks RMSE","0.0536320529829535","482"
"Training set","Arima RMSE","0.0142525698523019","483"
"Test set","Arima RMSE","0.149965982537265","483"
"Training set","Random Walk RMSE","0.0208596288869924","483"
"Test set","Random Walk RMSE","0.0600443123105555","483"
"Training set","Neural Networks RMSE","0.0142534360588538","483"
"Test set","Neural Networks RMSE","0.149965982537265","483"
"Training set","Arima RMSE","0.00986920603515398","484"
"Test set","Arima RMSE","0.00147934814288242","484"
"Training set","Random Walk RMSE","0.00974622182036097","484"
"Test set","Random Walk RMSE","0.00061664410173748","484"
"Training set","Neural Networks RMSE","0.00997955716870414","484"
"Test set","Neural Networks RMSE","0","484"
"Training set","Arima RMSE","0.00878127994409434","485"
"Test set","Arima RMSE","7.32622500861903e-30","485"
"Training set","Random Walk RMSE","0.0105396416953988","485"
"Test set","Random Walk RMSE","0.0562167749154963","485"
"Training set","Neural Networks RMSE","0.00878783093650518","485"
"Test set","Neural Networks RMSE","0","485"
"Training set","Arima RMSE","0.0129946106983337","486"
"Test set","Arima RMSE","0.0769033451147721","486"
"Training set","Random Walk RMSE","0.0129796359744091","486"
"Test set","Random Walk RMSE","0.286324444185036","486"
"Training set","Neural Networks RMSE","0.0130290279304405","486"
"Test set","Neural Networks RMSE","0.0730131675700688","486"
"Training set","Arima RMSE","0.0114588098357071","487"
"Test set","Arima RMSE","0.157168583665986","487"
"Training set","Random Walk RMSE","0.0113189299306044","487"
"Test set","Random Walk RMSE","0.211834520740599","487"
"Training set","Neural Networks RMSE","0.0115790125716636","487"
"Test set","Neural Networks RMSE","0.187851180043196","487"
"Training set","Arima RMSE","0.0127425138442301","488"
"Test set","Arima RMSE","0.191445180112906","488"
"Training set","Random Walk RMSE","0.0122994443202189","488"
"Test set","Random Walk RMSE","0.221909701041562","488"
"Training set","Neural Networks RMSE","0.012916211858202","488"
"Test set","Neural Networks RMSE","0.200584116284742","488"
"Training set","Arima RMSE","0.0135583996720791","489"
"Test set","Arima RMSE","0.118737254127224","489"
"Training set","Random Walk RMSE","0.0134473246008733","489"
"Test set","Random Walk RMSE","0.119862329521421","489"
"Training set","Neural Networks RMSE","0.0136430520653427","489"
"Test set","Neural Networks RMSE","0.120641697949544","489"
"Training set","Arima RMSE","0.00987177879038862","490"
"Test set","Arima RMSE","0.223615263458991","490"
"Training set","Random Walk RMSE","0.00977538234914994","490"
"Test set","Random Walk RMSE","0.217458019923508","490"
"Training set","Neural Networks RMSE","0.00991840246933799","490"
"Test set","Neural Networks RMSE","0.227496733947363","490"
"Training set","Arima RMSE","0.00907443229277111","491"
"Test set","Arima RMSE","0.0206742746717651","491"
"Training set","Random Walk RMSE","0.0088911624684915","491"
"Test set","Random Walk RMSE","0.0177773074742031","491"
"Training set","Neural Networks RMSE","0.0093693136945961","491"
"Test set","Neural Networks RMSE","0.0187100311706208","491"
"Training set","Arima RMSE","0.0129602082483461","492"
"Test set","Arima RMSE","0.11672322363116","492"
"Training set","Random Walk RMSE","0.0122896543035099","492"
"Test set","Random Walk RMSE","0.108004628969255","492"
"Training set","Neural Networks RMSE","0.0133167174858553","492"
"Test set","Neural Networks RMSE","0.115250423004762","492"
"Training set","Arima RMSE","0.0112572891370855","493"
"Test set","Arima RMSE","0.000595451865076939","493"
"Training set","Random Walk RMSE","0.0111118654522568","493"
"Test set","Random Walk RMSE","0.000940810380097181","493"
